text,keywords_indices,keywords_count
"['i', 'want', 'to', 'book', 'a', 'room', 'in', 'a', 'hotel', 'that', 's', 'on', 'times', 'square', 'in', 'new', 'york', 'city']","[5, 15]",2
"['do', 'you', 'need', 'direction', 'to', 'your', 'new', 'york', 'hotel']",[2],1
"['no', 'i', 'want', 'to', 'book', 'a', 'room', 'at', 'a', 'hotel', 'located', 'on', 'times', 'square']",[2],1
"['i', 'want', 'to', 'book', 'a', 'room', 'in', 'a', 'hotel', 'that', 's', 'on', 'times', 'square', 'in', 'new', 'york', 'city']","[3, 15]",2
"['do', 'you', 'need', 'help', 'finding', 'your', 'new', 'york', 'hotel']","[6, 7]",2
"['yes', 'i', 'need', 'to', 'book', 'a', 'room']",[6],1
"['i', 'want', 'to', 'book', 'a', 'room', 'in', 'a', 'hotel', 'that', 's', 'on', 'times', 'square', 'in', 'new', 'york', 'city']","[5, 16]",2
"['no', 'hotel', 'in', 'particular']",[1],1
"['i', 'want', 'to', 'book', 'a', 'room', 'in', 'a', 'hotel', 'that', 's', 'on', 'times', 'square', 'in', 'new', 'york', 'city']","[1, 8, 15]",3
"['is', 'there', 'a', 'specific', 'neighborhood', 'you', 'are', 'interested', 'in']","[3, 4]",2
"['yes', 'in', 'times', 'square']",[2],1
"['i', 'want', 'to', 'book', 'a', 'room', 'in', 'a', 'hotel', 'that', 's', 'on', 'times', 'square', 'in', 'new', 'york', 'city']","[3, 5, 15]",3
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[1],1
"['are', 'you', 'interested', 'in', 'new', 'york', 'hotel', 'prices']","[4, 6]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[10],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 6]",2
"['what', 'is', 'your', 'price', 'range']",[3],1
"['in', 'the', 'luxury', 'range']",[2],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[1],1
"['would', 'you', 'like', 'a', 'list', 'of', 'new', 'york', 'hotels']","[2, 6, 7]",3
"['i', 'would', 'like', 'a', 'list', 'of', 'luxury', 'hotels', 'in', 'new', 'york']","[2, 9, 10]",3
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 5, 6]",3
"['would', 'you', 'like', 'to', 'book', 'a', 'new', 'york', 'hotel']","[4, 6, 8]",3
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[5, 6]",2
"['are', 'you', 'looking', 'for', 'a', 'chain', 'or', 'botique', 'hotel']",[2],1
"['im', 'looking', 'for', 'luxury', 'hotels']",[1],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 5, 6]",3
"['are', 'you', 'looking', 'for', 'reviews', 'of', 'hotels']","[2, 6]",2
"['no', 'i', 'am', 'looking', 'for', 'a', 'list', 'of', 'luxury', 'hotels', 'in', 'new', 'york']","[3, 11, 12]",3
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[1],1
"['do', 'you', 'need', 'a', 'list', 'of', 'available', 'new', 'york', 'hotels']","[2, 8]",2
"['yes', 'but', 'i', 'am', 'looking', 'specifically', 'for', 'a', 'luxury', 'hotel']",[4],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[1, 6]",2
"['do', 'you', 'need', 'a', 'map', 'of', 'hotels']","[2, 4]",2
"['i', 'need', 'a', 'list', 'of', 'luxury', 'hotels']",[5],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[1],1
"['do', 'you', 'need', 'direction', 'to', 'your', 'new', 'york', 'hotel']","[2, 7, 8]",3
"['yes', 'i', 'do']",[0],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 5, 6]",3
"['do', 'you', 'need', 'help', 'finding', 'your', 'new', 'york', 'hotel']",[2],1
"['i', 'dont', 'have', 'a', 'new', 'york', 'hotel']",[1],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']",[5],1
"['is', 'there', 'a', 'specific', 'hotel', 'you', 'are', 'looking', 'for']","[3, 7]",2
"['no', 'just', 'a', 'list', 'of', 'luxury', 'hotels']",[5],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 5, 6]",3
"['is', 'there', 'a', 'specific', 'neighborhood', 'you', 'are', 'interested', 'in']","[3, 4]",2
"['i', 'need', 'to', 'see', 'general', 'luxury', 'hotels', 'in', 'the', 'city']",[6],1
"['what', 'luxury', 'hotels', 'are', 'in', 'new', 'york', 'city']","[2, 6]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[4, 8, 9]",3
"['would', 'you', 'like', 'information', 'on', 'the', 'worth', 'of', 'coins']","[3, 6]",2
"['no', 'i', 'would', 'like', 'information', 'on', 'collecting', 'gold', 'coins']","[2, 4, 7]",3
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['are', 'you', 'interested', 'in', 'specific', 'old', 'coins']","[5, 6]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['no', 'i', 'am', 'wondering', 'how', 'people', 'start', 'collecting', 'old', 'coins']","[8, 9]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['no', 'i', 'would', 'like', 'to', 'know', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[2, 12]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['yes', 'i', 'want', 'to', 'find', 'out', 'what', 'is', 'the', 'best', 'way', 'to', 'begin', 'an', 'old', 'coin', 'collection']",[14],1
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['do', 'you', 'want', 'to', 'know', 'the', 'value', 'of', 'old', 'coins']","[8, 9]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['yes', 'after', 'they', 'increase', 'in', 'value']",[0],1
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[3, 8, 9]",3
"['is', 'there', 'a', 'coin', 'dealer', 'near', 'you']","[3, 4, 5]",3
"['not', 'that', 'i', 'know', 'of']",[3],1
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","[8, 9]",2
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'having', 'trouble', 'quitting', 'somking']",[4],1
"['i', 'want', 'to', 'know', 'how', 'to', 'quit']","[1, 6]",2
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['do', 'you', 'want', 'information', 'on', 'how', 'many', 'people', 'successfully', 'quit', 'smoking']","[8, 9]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'different', 'ways', 'you', 'can', 'quit', 'smoking']","[4, 6, 10]",3
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'benefits', 'of', 'quitting', 'smoking']","[4, 7, 9]",3
"['no', 'i', 'want', 'the', 'ways', 'to', 'quit']",[6],1
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'doctors', 'that', 'can', 'help', 'you', 'quit', 'smoking']","[4, 7, 9]",3
"['i', 'am', 'looking', 'for', 'ways', 'to', 'quite', 'smoking']",[6],1
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'information', 'on', 'how', 'to', 'quit', 'smoking']","[2, 8, 9]",3
['yes'],[0],1
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'patches']",[4],1
"['no', 'i', 'am', 'looking', 'for', 'different', 'methods', 'used', 'to', 'stop', 'smoking']","[5, 6]",2
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'side', 'effects', 'of', 'quitting', 'smoking']","[4, 5, 8]",3
"['no', 'i', 'am', 'looking', 'for', 'ways', 'to', 'quit', 'smoking']",[7],1
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'smoking', 'alternative', 'products']","[5, 6]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'the', 'ways', 'to', 'quit', 'smoking', 'are']","[4, 9, 10]",3
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'trying', 'to', 'quit', 'smoking']","[2, 4]",2
"['i', 'dont', 'know']","[1, 2]",2
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'wondering', 'how', 'other', 'people', 'have', 'quit', 'smoking']","[7, 8]",2
['yes'],[0],1
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['are', 'you', 'wondering', 'if', 'it', 'is', 'hard', 'to', 'quit', 'smoking']","[8, 9]",2
"['no', 'im', 'looking', 'for', 'ways', 'to', 'quit', 'smoking']","[2, 6, 7]",3
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']",[6],1
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5]",2
"['are', 'you', 'having', 'trouble', 'quitting', 'somking']","[3, 4]",2
"['i', 'would', 'like', 'to', 'quit', 'smoking']","[2, 4, 5]",3
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['do', 'you', 'want', 'information', 'on', 'how', 'many', 'people', 'successfully', 'quit', 'smoking']","[2, 9, 10]",3
"['i', 'do', 'need', 'information', 'on', 'quitting', 'smoking', 'but', 'not', 'about', 'the', 'quitters', 'themselves']","[2, 5, 6]",3
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'benefits', 'of', 'quitting', 'smoking']","[7, 9]",2
"['yes', 'the', 'benefits', 'of', 'quitting', 'smoking']","[2, 4, 5]",3
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'looking', 'for', 'doctors', 'that', 'can', 'help', 'you', 'quit', 'smoking']","[4, 9, 10]",3
"['no', 'i', 'want', 'information', 'on', 'what', 'are', 'the', 'health', 'benefits', 'of', 'quitting', 'smoking']","[8, 9, 11]",3
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'looking', 'for', 'information', 'on', 'how', 'to', 'quit', 'smoking']","[8, 9]",2
"['no', 'i', 'would', 'like', 'to', 'know', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 9, 10]",3
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'looking', 'for', 'patches']",[2],1
"['no', 'i', 'have', 'a', 'more', 'general', 'smokingrelated', 'query']",[6],1
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5]",2
"['are', 'you', 'looking', 'for', 'side', 'effects', 'of', 'quitting', 'smoking']","[5, 7, 8]",3
"['no', 'i', 'want', 'to', 'know', 'the', 'benefits']",[4],1
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'looking', 'for', 'smoking', 'alternative', 'products']","[2, 4, 6]",3
"['no', 'the', 'benefits', 'of', 'quitting']","[2, 4]",2
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5]",2
"['are', 'you', 'trying', 'to', 'quit', 'smoking']","[4, 5]",2
['yes'],[0],1
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'wondering', 'how', 'other', 'people', 'have', 'quit', 'smoking']","[7, 8]",2
"['no', 'what', 'are', 'the', 'benefits', 'of', 'doing', 'so']",[4],1
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'wondering', 'if', 'it', 'is', 'hard', 'to', 'quit', 'smoking']","[6, 8]",2
"['no', 'i', 'am', 'wondering', 'the', 'benefits', 'to', 'quitting', 'smoking']","[5, 7]",2
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","[3, 5, 6]",3
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4, 6]",3
"['are', 'you', 'having', 'trouble', 'quitting', 'somking']",[4],1
"['no', 'i', 'want', 'to', 'know', 'about', 'methods', 'for', 'quitting', 'smoking']","[2, 4, 8]",3
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4, 6]",3
"['do', 'you', 'want', 'information', 'on', 'how', 'many', 'people', 'successfully', 'quit', 'smoking']",[2],1
"['no', 'i', 'am', 'interested', 'if', 'it', 'is', 'possible', 'to', 'quit', 'smoking', 'cold', 'turkey']","[10, 11]",2
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[2, 3, 4]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'benefits', 'of', 'quitting', 'smoking']",[7],1
"['no', 'just', 'ways', 'to', 'quit', 'smoking']",[5],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 8]",2
"['are', 'you', 'looking', 'for', 'doctors', 'that', 'can', 'help', 'you', 'quit', 'smoking']",[2],1
"['i', 'want', 'to', 'know', 'if', 'its', 'okay', 'to', 'quit', 'smoking', 'cold', 'turkey']",[8],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[2, 3, 4]",3
"['are', 'you', 'looking', 'for', 'information', 'on', 'how', 'to', 'quit', 'smoking']","[2, 9]",2
"['yes', 'specifically', 'the', 'cold', 'turkey', 'method']",[1],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4, 8]",3
"['are', 'you', 'looking', 'for', 'patches']",[2],1
"['no', 'i', 'want', 'to', 'know', 'if', 'i', 'can', 'quit', 'cold', 'turkey']",[8],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4]",2
"['are', 'you', 'looking', 'for', 'side', 'effects', 'of', 'quitting', 'smoking']","[2, 5, 8]",3
"['no', 'just', 'the', 'efficacy', 'of', 'quitting', 'cold', 'turkey']",[5],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4]",2
"['are', 'you', 'looking', 'for', 'smoking', 'alternative', 'products']",[2],1
"['no', 'i', 'want', 'to', 'know', 'if', 'its', 'possible', 'to', 'quit', 'cold', 'turkey']","[4, 9]",2
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4]",2
"['are', 'you', 'trying', 'to', 'quit', 'smoking']",[4],1
"['i', 'want', 'information', 'about', 'quitting', 'cold', 'turkey']","[1, 4]",2
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[2, 3, 4]",3
"['are', 'you', 'wondering', 'how', 'other', 'people', 'have', 'quit', 'smoking']",[8],1
"['yes', 'specifically', 'the', 'cold', 'turkey', 'method']",[3],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']",[2],1
"['are', 'you', 'wondering', 'if', 'it', 'is', 'hard', 'to', 'quit', 'smoking']",[2],1
"['no', 'i', 'want', 'information', 'about', 'quitting', 'smoking', 'cold', 'turkey']",[5],1
"['can', 'you', 'quit', 'smoking', 'using', 'the', 'cold', 'turkey', 'method']","[3, 4, 6]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[3, 5, 6]",3
"['i', 'want', 'to', 'know', 'how', 'hypnosis', 'helps', 'people', 'to', 'quit', 'smoking']","[5, 6, 7]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[2, 3, 4]",3
"['do', 'you', 'want', 'information', 'on', 'how', 'many', 'people', 'successfully', 'quit', 'smoking']","[3, 6]",2
"['no', 'i', 'am', 'interested', 'in', 'information', 'regarding', 'methods', 'for', 'quitting', 'smoking']","[5, 9]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'benefits', 'of', 'quitting', 'smoking']","[7, 9, 10]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']",[3],1
"['are', 'you', 'looking', 'for', 'doctors', 'that', 'can', 'help', 'you', 'quit', 'smoking']",[7],1
"['no', 'i', 'am', 'looking', 'for', 'information', 'about', 'hypnosis', 'with', 'regards', 'to', 'quitting', 'smoking']","[5, 7, 9]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[3, 4]",2
"['are', 'you', 'looking', 'for', 'information', 'on', 'how', 'to', 'quit', 'smoking']",[4],1
"['yes', 'how', 'to', 'quit', 'smoking', 'using', 'hypnosis']","[0, 3, 6]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']",[6],1
"['are', 'you', 'looking', 'for', 'patches']",[4],1
"['no', 'i', 'want', 'to', 'find', 'out', 'how', 'hypnosis', 'can', 'help', 'with', 'quitting', 'smoking']",[12],1
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']",[3],1
"['are', 'you', 'looking', 'for', 'side', 'effects', 'of', 'quitting', 'smoking']",[5],1
"['no', 'i', 'want', 'information', 'about', 'hypnosis', 'and', 'stopping', 'smoking']","[3, 5, 7]",3
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[3, 5, 6]",3
"['are', 'you', 'looking', 'for', 'smoking', 'alternative', 'products']","[4, 6]",2
"['not', 'directly', 'but', 'that', 'info', 'may', 'be', 'an', 'offshoot', 'of', 'what', 'im', 'seeking']","[5, 12]",2
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']",[3],1
"['are', 'you', 'wondering', 'how', 'other', 'people', 'have', 'quit', 'smoking']","[2, 7]",2
"['yes', 'i', 'm', 'wondering', 'how', 'other', 'people', 'had', 'quit', 'smoking']","[3, 8]",2
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[3, 5]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'hypnosis', 'can', 'help', 'someone', 'quit', 'smoking']","[8, 10]",2
"['how', 'can', 'hypnosis', 'help', 'someone', 'quit', 'smoking']","[3, 5]",2
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']",[5],1
"['yes', 'what', 'are', 'some', 'other', 'tourist', 'attractions', 'in', 'kansas', 'city', 'mo']",[10],1
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']",[5],1
"['would', 'you', 'like', 'to', 'see', 'a', 'listing', 'for', 'hotels', 'in', 'kansas', 'city']",[8],1
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']",[5],1
"['would', 'you', 'like', 'to', 'see', 'a', 'map', 'of', 'kansas', 'city', 'mo']","[6, 10]",2
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']",[5],1
"['no', 'i', 'want', 'to', 'know', 'about', 'specific', 'places', 'to', 'visit', 'in', 'kansas', 'city', 'mo']","[4, 9, 13]",3
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']",[5],1
"['what', 'hotels', 'are', 'near', 'the', 'kansas', 'city', 'airport']",[7],1
"['are', 'you', 'looking', 'for', 'an', 'apartment', 'in', 'kansas', 'city', 'mo']",[5],1
"['what', 'casinos', 'are', 'in', 'kansas', 'city', 'missouri']","[1, 6]",2
"['are', 'you', 'interested', 'in', 'hallmark', 'visitors', 'center']","[2, 4, 6]",3
"['would', 'you', 'like', 'to', 'know', 'the', 'zip', 'code', 'of', 'kansas', 'city', 'mo']","[7, 11]",2
"['would', 'you', 'like', 'to', 'see', 'a', 'listing', 'for', 'hotels', 'in', 'kansas', 'city']",[8],1
"['are', 'you', 'looking', 'for', 'an', 'apartment', 'in', 'kansas', 'city', 'mo']",[9],1
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['are', 'you', 'interested', 'in', 'knowing', 'what', 'started', 'the', 'civil', 'rights', 'movement']","[4, 10]",2
"['yes', 'and', 'in', 'particular', 'i', 'want', 'to', 'know', 'what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[7, 14, 15]",3
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'any', 'specific', 'acts']",[0],1
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['would', 'you', 'like', 'to', 'know', 'what', 'happened', 'during', 'the', 'civil', 'rights', 'movement']","[0, 9]",2
"['yes', 'i', 'would', 'like', 'to', 'know', 'what', 'happened', 'during', 'the', 'civil', 'rights', 'movement']",[10],1
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[1, 6, 7]",3
"['would', 'you', 'like', 'to', 'know', 'when', 'the', 'civil', 'rights', 'movement', 'began']","[7, 8, 9]",3
"['no', 'i', 'want', 'to', 'know', 'about', 'the', 'civil', 'rights', 'act', 'of', '1964']","[4, 7, 8]",3
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[3, 6, 7]",3
"['do', 'you', 'want', 'the', 'history', 'of', 'the', 'civil', 'right', 'movement']","[7, 8, 9]",3
"['no', 'i', 'want', 'to', 'know', 'what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 11, 12]",3
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['do', 'you', 'want', 'to', 'know', 'if', 'there', 'are', 'current', 'civil', 'rights', 'movements']","[9, 10, 11]",3
"['no', 'i', 'want', 'to', 'know', 'about', 'the', 'civil', 'rights', 'act', 'of', '1964']","[2, 7]",2
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[1, 6, 7]",3
"['do', 'you', 'want', 'to', 'know', 'who', 'started', 'the', 'movement']","[6, 8]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'the', 'civil', 'rights', 'act', 'of', '1964', 'addressed']","[7, 8]",2
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[1, 6, 7]",3
"['do', 'you', 'want', 'to', 'know', 'who', 'the', 'people', 'were', 'who', 'started', 'the', 'civil', 'rights', 'movement']","[13, 14]",2
"['i', 'am', 'looking', 'for', 'the', 'issues', 'that', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act']","[5, 11]",2
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['is', 'there', 'any', 'specific', 'historical', 'movement', 'on', 'your', 'mind']","[3, 4, 5]",3
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['what', 'would', 'you', 'like', 'to', 'know', 'about', 'the', 'civil', 'right', 'movement']",[10],1
"['yes', 'specifically', 'what', 'issues', 'did', 'the', 'civil', 'rights', 'act', 'address', 'in', '1964']","[6, 7]",2
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['which', 'countrys', 'civil', 'rights', 'movement', 'are', 'you', 'interested', 'in']","[2, 3, 4]",3
"['i', 'am', 'interested', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']",[9],1
"['what', 'issues', 'were', 'addressed', 'in', 'the', 'civil', 'rights', 'act', 'of', '1964']","[6, 7]",2
"['find', 'a', 'timeline', 'of', 'the', 'civil', 'rights', 'movement', 'in', 'the', 'united', 'states']","[5, 7, 11]",3
"['do', 'you', 'want', 'the', 'history', 'of', 'the', 'civil', 'right', 'movement']","[4, 7]",2
"['find', 'a', 'timeline', 'of', 'the', 'civil', 'rights', 'movement', 'in', 'the', 'united', 'states']","[5, 7, 11]",3
"['do', 'you', 'want', 'to', 'know', 'who', 'the', 'people', 'were', 'who', 'started', 'the', 'civil', 'rights', 'movement']","[7, 12, 14]",3
"['find', 'a', 'timeline', 'of', 'the', 'civil', 'rights', 'movement', 'in', 'the', 'united', 'states']","[0, 2, 5]",3
"['yes', 'i', 'would', 'like', 'a', 'timeline', 'of', 'the', 'united', 'states', 'civil', 'rights', 'movement']","[10, 12]",2
"['find', 'a', 'timeline', 'of', 'the', 'civil', 'rights', 'movement', 'in', 'the', 'united', 'states']","[5, 7, 11]",3
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[3, 7, 13]",3
"['are', 'you', 'interested', 'in', 'knowing', 'what', 'started', 'the', 'civil', 'rights', 'movement']","[8, 10]",2
['yes'],[0],1
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[7, 11, 13]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'any', 'specific', 'acts']",[8],1
"['yes', 'i', 'want', 'to', 'know', 'how', 'martin', 'luther', 'king', 'jr', 'contributed', 'to', 'the', 'movement']",[13],1
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[5, 11, 13]",3
"['would', 'you', 'like', 'to', 'know', 'what', 'happened', 'during', 'the', 'civil', 'rights', 'movement']","[9, 10, 11]",3
"['i', 'would', 'prefer', 'to', 'find', 'out', 'how', 'matin', 'luther', 'king', 'contributed', 'to', 'the', 'civil', 'rights', 'movement']","[2, 8, 13]",3
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[5, 11, 13]",3
"['would', 'you', 'like', 'to', 'know', 'when', 'the', 'civil', 'rights', 'movement', 'began']","[9, 10]",2
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[7, 10, 13]",3
"['do', 'you', 'want', 'the', 'history', 'of', 'the', 'civil', 'right', 'movement']","[7, 8, 9]",3
"['yes', 'specifically', 'that', 'pertaining', 'to', 'martin', 'luther', 'king', 'jr']",[1],1
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[11, 13]",2
"['do', 'you', 'want', 'to', 'know', 'about', 'specific', 'key', 'people']","[6, 7]",2
"['yes', 'martin', 'luther', 'king', 'jr']","[0, 1, 4]",3
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[5, 12, 13]",3
